readout,metric,point,ci_low,ci_high,worlds
native_answer,macro_world_joint_binding_balanced_accuracy,0.6536458333333334,0.6015625,0.7083333333333334,48
native_answer,joint_holder_target_relation_balanced_accuracy,0.6875,0.625,0.75,48
native_answer,operator_sign_balanced_accuracy,0.5906517094017093,0.5693376068376068,0.6142628205128206,48
native_answer,holder_swap_correct_rate,0.3541666666666667,0.2291666666666666,0.5,48
native_answer,target_swap_correct_rate,0.8125,0.6875,0.9166666666666666,48
native_answer,same_context_two_query_sign_flip_correct_rate,0.3958333333333333,0.25,0.5416666666666666,48
native_answer,reporter_quoter_attribution_correct_rate,0.0104166666666666,0.0,0.03125,48
native_answer,heldout_lexical_balanced_accuracy,0.0208333333333333,0.0,0.0520833333333333,48
native_answer,heldout_discourse_balanced_accuracy,0.5,0.5,0.5,48
native_answer,heldout_domain_balanced_accuracy,0.5493589743589743,0.5352564102564102,0.5651736111111112,24
native_answer,mapping_reversal_semantic_agreement,0.9166666666666666,0.8333333333333334,0.9791666666666666,48
native_answer,false_binary_opposite_rate,0.5,0.5,0.5,48
native_answer,fit_canonical_supports_evaluate_alternate_supports_balanced_accuracy,0.703125,0.640625,0.7708333333333334,48
native_answer,fit_order_canonical_evaluate_order_reversed_sign_balanced_accuracy,0.8958333333333334,0.7916666666666666,0.9791666666666666,48
dim_scalar,macro_world_joint_binding_balanced_accuracy,0.5338541666666666,0.4947916666666667,0.5755208333333334,48
dim_scalar,joint_holder_target_relation_balanced_accuracy,0.515625,0.46875,0.5625,48
dim_scalar,operator_sign_balanced_accuracy,0.8370726495726496,0.8039259481837606,0.8688311298076924,48
dim_scalar,holder_swap_correct_rate,0.625,0.4791666666666667,0.7708333333333334,48
dim_scalar,target_swap_correct_rate,0.7916666666666666,0.6666666666666666,0.8958333333333334,48
dim_scalar,same_context_two_query_sign_flip_correct_rate,0.9375,0.8541666666666666,1.0,48
dim_scalar,reporter_quoter_attribution_correct_rate,0.0520833333333333,0.0104166666666666,0.1145833333333333,48
dim_scalar,heldout_lexical_balanced_accuracy,1.0,1.0,1.0,48
dim_scalar,heldout_discourse_balanced_accuracy,0.5104166666666666,0.4791666666666667,0.5416666666666666,48
dim_scalar,heldout_domain_balanced_accuracy,0.7899572649572649,0.7402243589743591,0.8401709401709402,24
dim_scalar,mapping_reversal_semantic_agreement,0.75,0.625,0.875,48
dim_scalar,false_binary_opposite_rate,1.0,1.0,1.0,48
dim_scalar,fit_canonical_supports_evaluate_alternate_supports_balanced_accuracy,0.8333333333333334,0.7708333333333334,0.8958333333333334,48
dim_scalar,fit_order_canonical_evaluate_order_reversed_sign_balanced_accuracy,0.8333333333333334,0.7291666666666666,0.9375,48
nuisance_only_logistic,macro_world_joint_binding_balanced_accuracy,0.5286458333333334,0.4583333333333333,0.5963541666666666,48
nuisance_only_logistic,joint_holder_target_relation_balanced_accuracy,0.4583333333333333,0.3958333333333333,0.5208333333333334,48
